datetime,Unnamed: 0.1,Unnamed: 0,Site Name,Management Domain,ManageObject_x,Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Wind direction(°),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Device connection status,ManageObject_y,Inverter status,Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,year,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,date,Tcell,Pm,Hieu suat
2022-05-27 11:05:00,13214,4305,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.0,55.4,1.7,,10.945,937.4,Online,1020C0058922/INVT_08,Grid connected,407.2,403.2,404.9,236.5,233.2,232.9,137.472,138.073,137.706,98.17,65.3,1.0,49.96,96.507,-0.974,313.25,98.256,615.6,615.6,633.3,633.3,625.2,625.2,620.7,620.7,633.2,633.2,620.8,620.8,620.6,620.6,640.3,640.3,620.2,620.2,627.3,627.3,15.63,0.0,0.0,15.63,15.64,0.0,0.0,15.56,15.29,0.0,0.0,15.55,15.8,0.0,15.48,0.0,0.0,15.81,15.77,0.0,38014.85,2022/05/27 04:53:35,2022/05/26 18:09:32,3855.09,3902.67,3892.51,3815.8,3879.76,3830.13,3913.17,3961.33,3900.03,3934.83,13854.7,38012.06,0.0,38885.32,0.0,2022-05-27 11:05:00,2022,5,27,11,4,Friday,107,635,2022-05-27,41.85875,130473.8409133934,75.30704952973744
2022-05-28 12:15:00,13394,4485,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.5,51.2,3.9,,15.227,1131.5,Online,1020C0058922/INVT_08,Grid connected,399.8,395.2,396.0,232.4,228.2,227.2,149.73,150.399,149.878,98.12,70.1,0.999,50.04,102.781,4.936,424.35,104.719,711.5,711.5,710.5,710.5,709.7,709.7,711.1,711.1,709.2,709.2,709.4,709.4,709.8,709.8,711.0,711.0,709.5,709.5,710.5,710.5,13.79,0.0,0.0,15.05,14.36,0.0,0.0,14.12,15.12,0.0,0.0,14.35,14.48,0.0,15.38,0.0,0.0,14.79,15.17,0.0,38774.25,2022/05/28 04:53:22,2022/05/27 18:10:33,3931.9,3980.71,3970.17,3892.1,3956.95,3906.4,3991.12,4040.44,3977.85,4013.01,14614.11,38771.47,0.0,39660.65,0.0,2022-05-28 12:15:00,2022,5,28,12,5,Saturday,132,660,2022-05-28,39.571875,159243.79524093136,65.76017598774453
2022-05-29 10:45:00,13542,4633,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.8,49.7,2.1,,10.436,1085.5,Online,1020C0058922/INVT_08,Grid connected,394.5,390.0,390.5,229.0,225.6,224.2,136.098,136.738,136.449,98.13,67.3,0.999,50.13,92.527,0.039,294.69,94.261,713.8,713.8,713.5,713.5,713.1,713.1,713.5,713.5,712.5,712.5,712.7,712.7,713.2,713.2,713.5,713.5,712.8,712.8,713.0,713.0,12.18,0.0,0.0,13.24,12.91,0.0,0.0,12.8,13.72,0.0,0.0,13.06,13.11,0.0,13.73,0.0,0.0,12.88,13.18,0.0,39200.19,2022/05/29 04:57:09,2022/05/28 18:10:02,3975.12,4024.33,4013.89,3934.92,4000.08,3949.2,4034.91,4084.55,4021.5,4056.89,15040.02,39197.38,0.0,40095.39,0.0,2022-05-29 10:45:00,2022,5,29,10,6,Sunday,154,682,2022-05-29,39.584374999999994,152760.70178737925,61.705005866756004
2022-05-30 11:10:00,13713,4804,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,34.7,55.2,1.9,,11.45,976.3,Online,1020C0058922/INVT_08,Grid connected,407.3,403.3,405.1,236.0,232.8,232.5,129.011,129.506,129.222,98.21,63.4,0.997,50.11,90.501,-2.915,317.16,92.132,681.7,681.7,681.4,681.4,681.0,681.0,681.2,681.2,680.4,680.4,680.6,680.6,681.0,681.0,681.4,681.4,680.7,680.7,680.8,680.8,12.77,0.0,0.0,13.43,13.11,0.0,0.0,12.92,13.41,0.0,0.0,13.04,13.2,0.0,13.64,0.0,0.0,13.31,13.5,0.0,39856.21,2022/05/30 04:56:02,2022/05/29 18:11:34,4040.6,4091.95,4080.49,4000.14,4067.16,4014.8,4101.81,4153.31,4088.56,4124.79,15696.06,39853.42,0.0,40763.61,0.0,2022-05-30 11:10:00,2022,5,30,11,0,Monday,11,707,2022-05-30,40.801875,136587.5431068784,67.45271047734391
2022-06-01 12:00:00,14053,87,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,34.0,51.8,2.0,,14.308,959.9,Online,1020C0058922/INVT_08,Grid connected,401.5,396.9,399.1,233.3,229.5,228.8,146.011,146.703,146.362,98.13,71.0,1.0,50.14,100.928,-2.149,412.73,102.851,623.7,623.7,653.8,653.8,628.8,628.8,642.8,642.8,651.9,651.9,644.8,644.8,640.3,640.3,643.3,643.3,649.5,649.5,656.3,656.3,16.17,0.0,0.0,15.81,16.22,0.0,0.0,15.77,15.72,0.0,0.0,15.72,16.1,0.0,16.26,0.0,0.0,15.85,15.82,0.0,41237.15,2022/06/01 04:53:59,2022/05/31 18:08:19,4179.14,4234.61,4221.01,4138.05,4208.48,4152.92,4242.87,4298.13,4229.8,4267.76,412.83,41234.37,0.0,42172.77,0.0,2022-06-01 12:00:00,2022,6,1,12,2,Wednesday,60,12,2022-06-01,39.999375,134815.2209556494,76.29034709206555
2022-06-02 10:35:00,14202,236,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.7,50.2,1.4,,8.872,984.0,Online,1020C0058922/INVT_08,Grid connected,391.0,388.2,389.7,227.8,223.3,223.4,117.587,118.076,117.842,97.96,59.0,1.0,50.21,79.472,-0.048,255.22,81.127,748.9,748.9,748.7,748.7,749.1,749.1,748.7,748.7,747.6,747.6,748.0,748.0,748.4,748.4,748.7,748.7,748.0,748.0,748.2,748.2,9.97,0.0,0.0,11.04,10.35,0.0,0.0,10.07,10.95,0.0,0.0,10.45,10.53,0.0,11.62,0.0,0.0,11.0,11.79,0.0,41817.33,2022/06/02 04:54:55,2022/06/01 18:05:16,4237.92,4294.11,4280.39,4196.42,4267.58,4211.24,4302.4,4358.48,4289.15,4327.56,992.91,41814.45,0.0,42765.25,0.0,2022-06-02 10:35:00,2022,6,2,10,3,Thursday,82,34,2022-06-02,39.85,138299.6177206489,58.66032121930246
2022-06-03 11:25:00,14377,411,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,37.8,62.2,2.3,,10.999,988.4,Online,1020C0058922/INVT_08,Grid connected,400.8,396.0,397.5,233.1,229.3,228.2,144.731,145.364,145.093,98.21,71.0,1.0,49.95,99.725,-1.205,320.65,101.553,619.4,619.4,626.2,626.2,621.3,621.3,620.7,620.7,620.2,620.2,615.4,615.4,620.5,620.5,620.6,620.6,624.6,624.6,620.6,620.6,16.31,0.0,0.0,16.3,16.06,0.0,0.0,16.05,16.31,0.0,0.0,16.35,16.48,0.0,16.48,0.0,0.0,16.31,16.38,0.0,42512.15,2022/06/03 04:54:04,2022/06/02 18:08:46,4308.6,4365.18,4351.87,4266.72,4338.37,4281.33,4374.04,4430.79,4360.5,4399.17,1687.82,42509.36,0.0,43476.57,0.0,2022-06-03 11:25:00,2022,6,3,11,4,Friday,107,59,2022-06-03,43.9775,136153.0307561131,74.58739584130808
2022-06-04 11:10:00,14541,575,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.5,52.7,2.9,,12.078,979.7,Online,1020C0058922/INVT_08,Grid connected,402.1,398.3,398.6,233.1,229.0,229.1,143.476,143.992,143.815,98.11,73.8,1.0,50.12,99.272,-1.635,345.97,101.174,656.0,656.0,670.6,670.6,658.4,658.4,659.1,659.1,667.3,667.3,661.2,661.2,658.7,658.7,669.3,669.3,659.7,659.7,670.2,670.2,15.23,0.0,0.0,15.06,15.43,0.0,0.0,15.17,15.12,0.0,0.0,15.09,15.43,0.0,15.45,0.0,0.0,15.43,15.11,0.0,43158.98,2022/06/04 04:55:18,2022/06/03 18:17:08,4374.47,4431.43,4418.36,4332.18,4404.08,4346.58,4440.71,4498.1,4427.1,4465.93,2334.66,43156.2,0.0,44138.94,0.0,2022-06-04 11:10:00,2022,6,4,11,5,Saturday,131,83,2022-06-04,39.623125,137845.90474894896,73.39644959657129
2022-06-05 11:50:00,14716,750,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.6,54.4,1.2,,13.851,979.3,Online,1020C0058922/INVT_08,Grid connected,406.8,403.3,403.1,235.6,232.8,232.4,126.721,127.193,127.074,98.31,69.1,0.999,49.98,88.877,0.415,384.46,90.405,706.3,706.3,706.0,706.0,705.6,705.6,706.0,706.0,704.9,704.9,705.1,705.1,705.6,705.6,705.9,705.9,705.3,705.3,705.4,705.4,12.0,0.0,0.0,13.04,12.4,0.0,0.0,12.1,13.03,0.0,0.0,12.32,12.48,0.0,13.32,0.0,0.0,12.67,13.02,0.0,43959.45,2022/06/05 04:50:13,2022/06/04 18:20:41,4455.5,4513.48,4500.24,4412.64,4485.49,4427.25,4522.95,4581.36,4509.52,4548.33,3135.11,43956.65,0.0,44956.76,0.0,2022-06-05 11:50:00,2022,6,5,11,6,Sunday,155,107,2022-06-05,41.720625,136397.45147260177,66.28056391373244
2022-06-06 10:50:00,14870,904,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,37.9,59.4,3.1,,10.178,985.3,Online,1020C0058922/INVT_08,Grid connected,399.2,396.3,397.2,232.5,227.9,228.3,144.878,145.616,145.273,98.15,69.9,0.996,50.12,99.93,2.796,294.1,101.762,612.0,612.0,626.0,626.0,613.9,613.9,620.1,620.1,624.7,624.7,620.1,620.1,619.9,619.9,625.7,625.7,621.5,621.5,631.9,631.9,16.32,0.0,0.0,16.2,16.46,0.0,0.0,16.13,16.03,0.0,0.0,16.11,16.35,0.0,16.33,0.0,0.0,16.43,16.35,0.0,44563.97,2022/06/06 04:58:07,2022/06/05 18:19:36,4516.56,4575.44,4562.05,4473.25,4546.88,4488.1,4584.88,4644.31,4571.72,4610.59,3739.64,44561.18,0.0,45573.78,0.0,2022-06-06 10:50:00,2022,6,6,10,0,Monday,10,130,2022-06-06,44.058125,135672.16178824796,75.00580713000382
2022-06-07 12:00:00,15051,1085,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.7,52.0,2.9,,14.803,992.1,Online,1020C0058922/INVT_08,Grid connected,399.6,396.3,397.9,233.0,228.4,229.1,146.405,146.966,146.726,98.16,75.8,1.0,50.01,100.951,0.125,418.17,102.843,670.2,670.2,669.7,669.7,669.3,669.3,669.8,669.8,668.8,668.8,668.9,668.9,669.4,669.4,669.7,669.7,669.0,669.0,669.1,669.1,14.72,0.0,0.0,15.4,15.05,0.0,0.0,14.87,15.35,0.0,0.0,14.92,15.17,0.0,15.66,0.0,0.0,15.27,15.5,0.0,45327.48,2022/06/07 04:57:19,2022/06/06 18:14:02,4594.01,4653.67,4640.37,4550.28,4624.25,4565.04,4663.37,4723.66,4650.21,4689.09,4503.06,45324.6,0.0,46353.95,0.0,2022-06-07 12:00:00,2022,6,7,12,1,Tuesday,36,156,2022-06-07,39.900625000000005,139404.01920716144,73.7733392372067
2022-06-08 11:10:00,15205,1239,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.5,55.1,1.0,,8.182,1085.6,Online,1020C0058922/INVT_08,Grid connected,404.7,401.4,402.2,234.5,231.2,230.7,143.244,143.935,143.76,98.12,59.1,1.0,49.95,99.92,2.498,153.58,101.866,693.6,693.6,701.3,701.3,694.9,694.9,693.7,693.7,698.0,698.0,693.7,693.7,692.6,692.6,699.7,699.7,691.8,691.8,700.9,700.9,14.47,0.0,0.0,14.49,14.54,0.0,0.0,14.44,14.23,0.0,0.0,14.35,14.7,0.0,14.57,0.0,0.0,14.55,14.53,0.0,45654.32,2022/06/08 08:58:09,2022/06/07 14:12:54,4626.95,4687.08,4673.65,4583.19,4657.44,4597.9,4696.96,4757.68,4683.78,4722.74,4829.9,45651.44,0.0,46687.37,0.0,2022-06-08 11:10:00,2022,6,8,11,2,Wednesday,59,179,2022-06-08,42.285,150787.7217812708,67.5558983162863
2022-06-09 11:35:00,15467,1501,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.1,58.9,2.7,,11.42,1144.3,Online,1020C0058922/INVT_08,Grid connected,395.8,392.3,393.9,230.2,226.0,226.3,150.383,150.964,150.746,98.13,75.2,0.997,50.02,102.758,2.64,334.45,104.695,679.9,679.9,679.5,679.5,679.2,679.2,679.6,679.6,678.6,678.6,678.7,678.7,679.1,679.1,679.5,679.5,678.8,678.8,678.8,678.8,14.46,0.0,0.0,15.63,15.2,0.0,0.0,14.72,15.58,0.0,0.0,14.96,15.06,0.0,15.86,0.0,0.0,15.4,15.67,0.0,46279.41,2022/06/09 04:59:06,2022/06/08 15:21:36,4690.34,4750.61,4737.91,4646.39,4720.63,4661.26,4761.39,4822.4,4748.25,4786.81,5455.09,46276.63,0.0,47325.99,0.0,2022-06-09 11:35:00,2022,6,9,11,3,Thursday,83,203,2022-06-09,43.251875,158191.1680240434,66.18258231969529
2022-06-10 11:40:00,15634,1668,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,39.5,55.9,2.0,,11.12,802.2,Online,1020C0058922/INVT_08,Grid connected,399.3,395.3,396.6,231.3,228.0,228.0,124.607,125.225,124.779,98.3,63.8,0.999,49.99,85.709,0.788,324.24,87.262,638.8,638.8,648.7,648.7,645.0,645.0,640.8,640.8,644.5,644.5,641.2,641.2,638.8,638.8,645.8,645.8,642.2,642.2,644.9,644.9,13.39,0.0,0.0,13.33,13.46,0.0,0.0,13.47,13.27,0.0,0.0,13.43,13.81,0.0,13.66,0.0,0.0,13.67,13.49,0.0,46942.62,2022/06/10 05:04:10,2022/06/09 18:18:18,4757.48,4818.28,4806.0,4713.15,4787.96,4728.12,4829.56,4891.25,4816.42,4855.02,6118.2,46939.74,0.0,48003.24,0.0,2022-06-10 11:40:00,2022,6,10,11,4,Friday,107,227,2022-06-10,44.51375,110212.24721397794,79.17631860874785
2022-06-11 11:05:00,15794,1828,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,37.2,54.9,1.3,,10.576,918.8,Online,1020C0058922/INVT_08,Grid connected,401.2,397.9,398.7,233.1,229.5,229.2,135.137,135.886,135.608,98.15,67.6,1.0,50.14,93.443,-1.541,303.34,95.214,622.5,622.5,638.5,638.5,631.2,631.2,635.4,635.4,652.2,652.2,636.9,636.9,624.5,624.5,639.4,639.4,633.3,633.3,639.9,639.9,14.76,0.0,0.0,14.77,14.84,0.0,0.0,14.71,14.33,0.0,0.0,14.76,15.31,0.0,15.17,0.0,0.0,15.06,15.04,0.0,47535.3,2022/06/11 04:56:30,2022/06/10 18:14:49,4817.7,4878.72,4866.91,4772.98,4847.93,4787.94,4890.64,4952.53,4877.35,4915.81,6710.97,47532.51,0.0,48608.51,0.0,2022-06-11 11:05:00,2022,6,11,11,5,Saturday,131,251,2022-06-11,42.9425,127210.08556765078,74.84783897057035
2022-06-12 11:20:00,15963,1997,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.4,55.7,1.6,,11.973,994.5,Online,1020C0058922/INVT_08,Grid connected,405.3,401.2,401.6,235.4,231.8,230.8,144.617,145.141,145.06,98.17,70.9,0.999,50.24,100.916,2.319,344.58,102.828,649.2,649.2,665.2,665.2,651.9,651.9,653.0,653.0,662.6,662.6,656.5,656.5,653.0,653.0,665.0,665.0,653.9,653.9,667.1,667.1,15.38,0.0,0.0,15.31,15.53,0.0,0.0,15.35,15.3,0.0,0.0,15.25,15.66,0.0,15.57,0.0,0.0,15.62,15.36,0.0,48226.82,2022/06/12 05:00:24,2022/06/11 18:18:31,4887.06,4949.73,4937.35,4842.2,4918.44,4857.34,4961.44,5024.83,4948.16,4987.23,7402.5,48224.04,0.0,49313.78,0.0,2022-06-12 11:20:00,2022,6,12,11,6,Sunday,155,275,2022-06-12,42.615625,137911.25792504146,74.56099055806585
2022-06-13 11:35:00,16133,2167,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,34.0,51.6,3.4,,13.024,965.3,Online,1020C0058922/INVT_08,Grid connected,393.9,390.5,391.7,228.9,225.7,225.2,137.834,138.406,138.161,98.15,72.0,0.999,49.89,93.098,-8.045,367.2,94.853,692.4,692.4,691.9,691.9,691.5,691.5,691.9,691.9,690.9,690.9,691.2,691.2,691.5,691.5,691.8,691.8,691.2,691.2,691.4,691.4,12.98,0.0,0.0,13.86,13.38,0.0,0.0,13.16,13.83,0.0,0.0,13.3,13.49,0.0,14.1,0.0,0.0,13.55,13.94,0.0,48996.1,2022/06/13 04:52:23,2022/06/12 18:17:27,4964.72,5028.5,5015.83,4919.48,4996.75,4934.76,5040.4,5104.97,5027.01,5066.5,8171.77,48993.31,0.0,50098.92,0.0,2022-06-13 11:35:00,2022,6,13,11,0,Monday,11,299,2022-06-13,40.033125,135551.55494898753,69.9755897567507
2022-06-14 11:10:00,16294,2328,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.4,56.1,1.5,,10.49,987.5,Online,1020C0058922/INVT_08,Grid connected,399.7,396.0,397.3,232.3,228.3,227.7,144.07,144.661,144.524,98.18,67.3,1.0,50.13,99.282,-2.374,304.48,101.133,667.0,667.0,666.6,666.6,666.2,666.2,666.6,666.6,665.6,665.6,665.9,665.9,666.2,666.2,666.5,666.5,665.9,665.9,666.1,666.1,14.57,0.0,0.0,15.03,14.83,0.0,0.0,14.68,15.15,0.0,0.0,14.79,14.98,0.0,15.45,0.0,0.0,15.13,15.21,0.0,49674.24,2022/06/14 05:00:58,2022/06/13 18:16:16,5033.28,5097.71,5085.2,4987.66,5065.55,5003.21,5110.14,5175.36,5096.72,5136.28,8849.98,49671.52,0.0,50791.11,0.0,2022-06-14 11:10:00,2022,6,14,11,1,Tuesday,35,323,2022-06-14,42.571875,136969.82147914416,73.83597270395735
2022-06-15 10:40:00,16454,2488,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.2,47.3,3.1,,7.485,933.5,Online,1020C0058922/INVT_08,Grid connected,389.8,387.3,388.2,227.2,222.6,223.4,117.863,118.316,118.261,97.97,63.2,0.999,50.21,79.336,0.406,226.88,80.972,740.0,740.0,739.8,739.8,739.4,739.4,739.8,739.8,738.7,738.7,739.0,739.0,739.5,739.5,739.8,739.8,739.1,739.1,738.6,738.6,10.14,0.0,0.0,11.11,10.64,0.0,0.0,10.27,11.11,0.0,0.0,10.66,10.72,0.0,11.57,0.0,0.0,11.04,11.36,0.0,50241.3,2022/06/15 04:58:39,2022/06/14 18:15:27,5090.53,5155.42,5143.16,5044.54,5123.09,5060.31,5168.56,5234.17,5155.04,5194.71,9416.96,50238.5,0.0,51369.53,0.0,2022-06-15 10:40:00,2022,6,15,10,2,Wednesday,58,346,2022-06-15,38.034375000000004,132350.64813974334,61.17990439646746
2022-06-16 11:25:00,16629,2663,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.8,56.3,1.6,,11.76,973.9,Online,1020C0058922/INVT_08,Grid connected,397.3,393.4,394.4,231.4,227.3,227.1,145.732,146.62,146.21,98.12,68.5,1.0,49.96,99.734,-0.044,338.66,101.603,630.4,630.4,642.5,642.5,636.0,636.0,626.7,626.7,633.7,633.7,633.0,633.0,633.1,633.1,635.4,635.4,632.1,632.1,634.0,634.0,15.96,0.0,0.0,15.95,16.11,0.0,0.0,15.86,15.78,0.0,0.0,15.78,16.03,0.0,16.0,0.0,0.0,16.16,15.96,0.0,50945.55,2022/06/16 05:00:03,2022/06/15 18:18:07,5161.84,5227.2,5215.45,5115.47,5194.59,5131.44,5241.25,5307.34,5227.54,5267.3,10121.23,50942.77,0.0,52089.42,0.0,2022-06-16 11:25:00,2022,6,16,11,3,Thursday,83,371,2022-06-16,41.886874999999996,135535.59989944447,74.96406853651773
2022-06-17 11:05:00,16791,2825,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.2,53.4,2.3,,11.147,958.0,Online,1020C0058922/INVT_08,Grid connected,395.2,392.0,392.8,229.6,225.3,225.5,139.639,140.165,139.888,98.13,72.1,1.0,50.26,95.077,-0.243,317.41,96.872,666.0,666.0,681.7,681.7,669.7,669.7,670.2,670.2,678.6,678.6,672.8,672.8,670.3,670.3,681.2,681.2,670.8,670.8,681.3,681.3,14.31,0.0,0.0,14.21,14.42,0.0,0.0,14.23,14.25,0.0,0.0,14.14,14.55,0.0,14.45,0.0,0.0,14.54,14.25,0.0,51604.89,2022/06/17 04:54:49,2022/06/16 18:21:29,5228.59,5294.81,5283.04,5181.96,5261.61,5197.99,5309.17,5376.05,5295.16,5335.3,10780.56,51602.1,0.0,52763.68,0.0,2022-06-17 11:05:00,2022,6,17,11,4,Friday,107,395,2022-06-17,41.1875,133776.9299656163,72.41308350019567
2022-06-18 12:50:00,16980,3014,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.1,46.3,3.2,,16.896,973.8,Online,1020C0058922/INVT_08,Grid connected,392.8,388.9,390.0,228.5,224.7,224.0,138.998,139.511,139.288,98.17,75.0,1.0,49.84,93.868,3.756,477.37,95.599,706.3,706.3,706.5,706.5,705.5,705.5,706.0,706.0,705.5,705.5,705.2,705.2,705.6,705.6,705.9,705.9,705.2,705.2,705.9,705.9,12.75,0.0,0.0,13.56,13.13,0.0,0.0,12.96,13.61,0.0,0.0,13.27,13.37,0.0,13.94,0.0,0.0,13.58,13.95,0.0,52513.07,2022/06/18 04:55:36,2022/06/17 18:27:18,5320.52,5387.64,5376.06,5273.57,5353.74,5289.94,5402.73,5470.4,5388.62,5428.59,11688.65,52510.19,0.0,53691.81,0.0,2022-06-18 12:50:00,2022,6,18,12,5,Saturday,132,420,2022-06-18,41.18625,135984.0968189784,70.3016030817641
2022-06-19 11:35:00,17133,3167,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.9,56.3,2.0,,13.228,992.3,Online,1020C0058922/INVT_08,Grid connected,409.2,405.5,405.7,237.4,233.7,233.3,141.18,141.583,141.502,98.14,72.2,1.0,50.07,99.438,-2.833,360.63,101.302,645.5,645.5,660.3,660.3,647.1,647.1,647.4,647.4,656.1,656.1,651.9,651.9,648.3,648.3,658.9,658.9,648.7,648.7,660.6,660.6,15.49,0.0,0.0,15.38,15.62,0.0,0.0,15.45,15.42,0.0,0.0,15.34,15.77,0.0,15.67,0.0,0.0,15.7,15.46,0.0,53133.25,2022/06/19 04:56:41,2022/06/18 18:36:37,5383.16,5450.73,5439.55,5336.05,5416.51,5352.69,5466.54,5534.74,5452.48,5492.33,12308.93,53130.47,0.0,54325.55,0.0,2022-06-19 11:35:00,2022,6,19,11,6,Sunday,155,443,2022-06-19,43.101875,137279.15249857237,73.79270497831307
2022-06-20 11:50:00,17303,3337,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,40.5,61.3,1.7,,13.498,975.5,Online,1020C0058922/INVT_08,Grid connected,401.0,397.7,397.8,233.2,229.2,228.8,138.025,138.648,138.442,98.15,74.3,1.0,50.2,95.303,-1.722,377.27,97.05,658.6,658.6,658.2,658.2,657.8,657.8,658.2,658.2,657.2,657.2,657.4,657.4,657.8,657.8,658.1,658.1,657.4,657.4,657.6,657.6,14.22,0.0,0.0,14.68,14.46,0.0,0.0,14.42,14.66,0.0,0.0,14.57,14.73,0.0,14.99,0.0,0.0,14.78,14.91,0.0,53900.39,2022/06/20 05:01:02,2022/06/19 18:25:07,5460.92,5529.03,5518.37,5413.5,5494.23,5430.45,5545.67,5614.49,5531.5,5571.23,13076.06,53897.6,0.0,55109.39,0.0,2022-06-20 11:50:00,2022,6,20,11,0,Monday,11,467,2022-06-20,46.596875,132644.23357481585,73.1656381769966
2022-06-21 11:40:00,17471,3505,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,37.5,57.0,2.0,,13.299,984.4,Online,1020C0058922/INVT_08,Grid connected,397.7,393.4,394.7,231.7,227.2,226.3,144.897,145.614,145.23,98.2,75.3,0.999,50.14,99.185,-0.74,318.92,100.983,607.6,607.6,616.0,616.0,615.5,615.5,620.6,620.6,617.6,617.6,619.4,619.4,619.4,619.4,622.0,622.0,621.5,621.5,610.9,610.9,16.3,0.0,0.0,16.56,16.32,0.0,0.0,16.07,16.48,0.0,0.0,16.14,16.41,0.0,16.72,0.0,0.0,16.32,16.69,0.0,54575.35,2022/06/21 04:59:20,2022/06/20 18:22:33,5529.45,5597.97,5587.94,5481.77,5562.77,5499.02,5615.5,5684.71,5601.12,5640.76,13751.02,54572.56,0.0,55801.01,0.0,2022-06-21 11:40:00,2022,6,21,11,1,Tuesday,35,491,2022-06-21,43.6525,135818.8624293987,74.35123383726832
